Exp,1,1,item1cond1,brush1-agent.png,brush1-patient.png,brush1-distract.png,Comprehension-1A.wav
Exp,1,2,item1cond2,brush1-agent.png,brush1-patient.png,brush1-distract.png,Comprehension-1B.wav
Exp,1,3,item1cond3,brush1-agent.png,brush1-patient.png,brush1-distract.png,Comprehension-1C.wav
Exp,1,4,item1cond4,brush1-agent.png,brush1-patient.png,brush1-distract.png,Comprehension-1D.wav
Exp,2,1,item2cond1,tickle1-agent.png,tickle1-patient.png,tickle1-distract.png,Comprehension-2A.wav
Exp,2,2,item2cond2,tickle1-agent.png,tickle1-patient.png,tickle1-distract.png,Comprehension-2B.wav
Exp,2,3,item2cond3,tickle1-agent.png,tickle1-patient.png,tickle1-distract.png,Comprehension-2C.wav
Exp,2,4,item2cond4,tickle1-agent.png,tickle1-patient.png,tickle1-distract.png,Comprehension-2D.wav
Exp,3,1,item3cond1,surprise1-agent.png,surprise1-patient.png,surprise1-distract.png,Comprehension-3A.wav
Exp,3,2,item3cond2,surprise1-agent.png,surprise1-patient.png,surprise1-distract.png,Comprehension-3B.wav
Exp,3,3,item3cond3,surprise1-agent.png,surprise1-patient.png,surprise1-distract.png,Comprehension-3C.wav
Exp,3,4,item3cond4,surprise1-agent.png,surprise1-patient.png,surprise1-distract.png,Comprehension-3D.wav
Filler,4,1,item45cond1,massage2-agent.png,massage2-patient.png,massage2-distract.png,Comprehension-45F.wav
Filler,5,2,item46cond2,hug2-agent.png,hug2-patient.png,hug2-distract.png,Comprehension-46F.wav
Filler,6,3,item47cond3,push2-agent.png,push2-patient.png,push2-distract.png,Comprehension-47F.wav
Filler,7,4,item48cond4,hit2-agent.png,hit2-patient.png,hit2-distract.png,Comprehension-48F.wav
